1;arms_factory;2875.00;10.20;1095.00;5.07;0
1;arms_factory;2889.00;10.63;1109.00;1.45;0
1;arms_factory;2890.00;10.70;1106.00;4.47;0
1;arms_factory;2888.00;10.50;1085.00;0.85;0
1;arms_factory;2866.00;10.55;1107.00;3.51;0
1;arms_factory;2865.00;10.00;1093.00;1.35;0
1;industrial_complex;2882.00;10.50;1088.00;1.46;0
1;industrial_complex;2888.00;10.60;1096.00;5.58;0
1;industrial_complex;2872.00;10.20;1100.00;1.96;0
1;industrial_complex;2878.00;10.50;1113.00;6.08;0
1;industrial_complex;2882.00;10.57;1094.00;6.18;0
1;industrial_complex;2881.00;10.13;1080.00;4.02;0
1;air_base;2865.00;10.40;1104.00;0.41;0
1;naval_base;2862.00;9.50;1088.00;-0.79;9876
1;bunker;2886.00;10.75;1106.00;6.09;0
1;bunker;2868.00;10.00;1093.00;2.47;0
1;bunker;2869.00;10.53;1107.00;5.13;0
1;bunker;2889.00;10.73;1106.00;1.52;0
1;bunker;2888.00;10.60;1091.00;4.54;0
1;bunker;2885.00;10.65;1095.00;5.74;0
1;bunker;2877.00;10.20;1086.00;3.58;0
1;bunker;2867.00;10.00;1088.00;5.14;0
1;coastal_bunker;2862.00;9.50;1089.00;-0.79;0
1;dockyard;2864.00;9.50;1086.00;-0.79;0
1;anti_air_building;2873.00;10.43;1103.00;2.03;0
1;anti_air_building;2878.00;10.50;1117.00;5.05;0
1;anti_air_building;2869.00;10.00;1089.00;6.25;0
1;synthetic_refinery;2873.00;10.05;1084.00;4.09;0
1;fuel_silo;2884.00;10.63;1099.00;0.47;0
1;radar_station;2879.00;10.50;1099.00;3.34;0
1;rocket_site;2878.00;10.60;1109.00;4.70;0
1;nuclear_reactor;2880.00;10.45;1096.00;2.54;0
2;arms_factory;2902.00;10.40;1101.00;4.47;0
2;arms_factory;2898.00;10.40;1110.00;0.85;0
2;arms_factory;2899.00;10.45;1103.00;3.51;0
2;arms_factory;2911.00;10.10;1092.00;1.35;0
2;arms_factory;2904.00;10.40;1118.00;1.46;0
2;arms_factory;2910.00;10.00;1101.00;5.58;0
2;industrial_complex;2913.00;10.40;1083.00;1.96;0
2;industrial_complex;2910.00;10.15;1090.00;6.08;0
2;industrial_complex;2904.00;10.18;1094.00;6.18;0
2;industrial_complex;2905.00;10.18;1099.00;4.02;0
2;industrial_complex;2905.00;10.13;1092.00;0.41;0
2;industrial_complex;2917.00;10.00;1113.00;3.07;0
2;air_base;2898.00;10.50;1093.00;6.09;0
2;naval_base;2919.00;9.98;1091.00;-3.93;10569
2;naval_base;2916.00;10.00;1115.00;-4.25;10569
2;naval_base;2913.00;9.73;1105.00;1.33;10569
2;naval_base;2913.00;9.98;1119.00;-4.19;10569
2;bunker;2910.00;10.40;1080.00;5.74;0
2;bunker;2894.00;10.50;1092.00;3.58;0
2;bunker;2897.00;10.40;1114.00;5.14;0
2;bunker;2903.00;10.45;1113.00;1.52;0
2;bunker;2912.00;10.20;1112.00;4.19;0
2;bunker;2910.00;10.00;1103.00;2.03;0
2;coastal_bunker;2920.00;10.03;1089.00;-3.93;0
2;coastal_bunker;2913.00;9.95;1120.00;-4.19;0
2;coastal_bunker;2918.00;9.73;1110.00;-4.25;0
2;coastal_bunker;2913.00;10.00;1096.00;1.33;0
2;dockyard;2917.00;10.00;1094.00;1.33;0
2;anti_air_building;2903.00;10.35;1110.00;4.70;0
2;anti_air_building;2903.00;10.40;1103.00;2.54;0
2;anti_air_building;2915.00;10.07;1092.00;3.74;0
2;synthetic_refinery;2908.00;10.20;1118.00;0.48;0
2;fuel_silo;2907.00;10.10;1102.00;3.14;0
2;radar_station;2906.00;10.15;1100.00;1.40;0
2;rocket_site;2914.00;10.10;1090.00;2.54;0
2;nuclear_reactor;2908.00;10.10;1094.00;5.21;0
3;arms_factory;2929.00;10.45;1082.00;3.51;0
3;arms_factory;2939.00;10.10;1091.00;1.35;0
3;arms_factory;2949.00;10.20;1099.00;1.46;0
3;arms_factory;2943.00;10.10;1102.00;5.58;0
3;arms_factory;2930.00;10.50;1079.00;1.96;0
3;arms_factory;2937.00;10.40;1074.00;6.08;0
3;industrial_complex;2944.00;10.20;1096.00;6.18;0
3;industrial_complex;2929.00;10.40;1083.00;4.02;0
3;industrial_complex;2940.00;10.10;1092.00;0.41;0
3;industrial_complex;2948.00;10.20;1099.00;3.07;0
3;industrial_complex;2932.00;10.35;1086.00;6.09;0
3;industrial_complex;2924.00;10.43;1081.00;2.47;0
3;air_base;2955.00;10.05;1103.00;5.13;0
3;naval_base;2926.00;9.73;1089.00;-3.14;10569
3;naval_base;2938.00;9.73;1100.00;-2.16;10569
3;naval_base;2949.00;9.50;1090.00;1.37;9375
3;naval_base;2943.00;10.00;1079.00;-4.57;9375
3;naval_base;2943.00;10.00;1078.00;-4.25;9375
3;naval_base;2943.00;9.98;1105.00;-1.95;10569
3;naval_base;2956.00;10.00;1097.00;1.57;9375
3;bunker;2955.00;10.03;1097.00;2.03;0
3;bunker;2931.00;10.50;1080.00;5.05;0
3;bunker;2929.00;10.13;1088.00;6.25;0
3;bunker;2936.00;10.07;1092.00;4.09;0
3;bunker;2948.00;10.00;1107.00;0.47;0
3;bunker;2941.00;10.03;1091.00;2.04;0
3;bunker;2943.00;10.13;1072.00;4.70;0
3;coastal_bunker;2939.00;9.73;1101.00;-2.16;0
3;coastal_bunker;2954.00;10.00;1095.00;1.57;0
3;coastal_bunker;2941.00;9.68;1104.00;-1.95;0
3;coastal_bunker;2924.00;10.00;1088.00;-3.14;0
3;coastal_bunker;2948.00;9.50;1090.00;1.37;0
3;coastal_bunker;2947.00;10.00;1070.00;-4.25;0
3;coastal_bunker;2943.00;10.00;1084.00;-4.57;0
3;dockyard;2949.00;10.00;1107.00;-3.73;0
3;anti_air_building;2926.00;10.15;1086.00;4.25;0
3;anti_air_building;2940.00;10.18;1080.00;0.99;0
3;anti_air_building;2934.00;10.00;1094.00;3.66;0
3;synthetic_refinery;2945.00;10.13;1102.00;0.04;0
3;fuel_silo;2936.00;10.50;1084.00;2.70;0
3;radar_station;2939.00;10.15;1089.00;0.18;0
3;rocket_site;2952.00;10.10;1105.00;0.64;0
3;nuclear_reactor;2936.00;10.18;1088.00;4.76;0
4;arms_factory;2862.00;10.00;1067.00;1.46;0
4;arms_factory;2860.00;10.05;1066.00;5.58;0
4;arms_factory;2861.00;10.20;1052.00;1.96;0
4;arms_factory;2868.00;10.00;1083.00;6.08;0
4;arms_factory;2856.00;10.10;1060.00;6.18;0
4;arms_factory;2873.00;10.05;1058.00;4.02;0
4;industrial_complex;2852.00;10.05;1051.00;0.41;0
4;industrial_complex;2855.00;10.20;1050.00;3.07;0
4;industrial_complex;2865.00;10.00;1069.00;6.09;0
4;industrial_complex;2864.00;10.10;1055.00;2.47;0
4;industrial_complex;2866.00;10.10;1054.00;5.13;0
4;industrial_complex;2850.00;10.00;1063.00;1.52;0
4;air_base;2869.00;9.93;1062.00;4.54;0
4;naval_base;2845.00;9.50;1069.00;-2.36;9876
4;naval_base;2863.00;9.50;1078.00;-2.36;9876
4;naval_base;2842.00;9.50;1053.00;-1.57;9876
4;naval_base;2852.00;9.93;1070.00;-2.82;9876
4;bunker;2861.00;10.10;1057.00;4.19;0
4;bunker;2866.00;10.00;1079.00;2.03;0
4;bunker;2845.00;10.00;1060.00;5.05;0
4;bunker;2873.00;9.98;1070.00;6.25;0
4;bunker;2854.00;10.13;1049.00;4.09;0
4;bunker;2860.00;10.10;1064.00;0.47;0
4;bunker;2872.00;9.90;1066.00;2.04;0
4;bunker;2857.00;10.03;1068.00;4.70;0
4;bunker;2848.00;10.00;1066.00;2.54;0
4;coastal_bunker;2844.00;9.98;1061.00;-1.57;0
4;coastal_bunker;2865.00;9.50;1084.00;-2.36;0
4;coastal_bunker;2845.00;9.50;1065.00;-2.36;0
4;coastal_bunker;2857.00;9.95;1073.00;-2.82;0
4;dockyard;2845.00;9.50;1064.00;-2.36;0
